Document_ID,CEFR,dep_---,dep_IDF,dep_MOD,dep_OBJ,dep_PRD,dep_SBJ,dep_TMZ,dep_TPC,pos_ADJ,pos_ADP,pos_ADV,pos_AUX,pos_CCONJ,pos_DET,pos_INTJ,pos_NOUN,pos_NUM,pos_PART,pos_PRON,pos_PROPN,pos_PUNCT,pos_SCONJ,pos_VERB,pos_X,depPOS_---(ADJ),depPOS_---(ADP),depPOS_---(ADV),depPOS_---(CCONJ),depPOS_---(DET),depPOS_---(NOUN),depPOS_---(PRON),depPOS_---(PROPN),depPOS_---(PUNCT),depPOS_---(SCONJ),depPOS_---(VERB),depPOS_IDF(ADJ),depPOS_IDF(ADP),depPOS_IDF(ADV),depPOS_IDF(DET),depPOS_IDF(NOUN),depPOS_IDF(NUM),depPOS_IDF(PRON),depPOS_IDF(PROPN),depPOS_IDF(SCONJ),depPOS_IDF(VERB),depPOS_MOD(ADJ),depPOS_MOD(ADP),depPOS_MOD(ADV),depPOS_MOD(AUX),depPOS_MOD(CCONJ),depPOS_MOD(DET),depPOS_MOD(INTJ),depPOS_MOD(NOUN),depPOS_MOD(NUM),depPOS_MOD(PART),depPOS_MOD(PRON),depPOS_MOD(PROPN),depPOS_MOD(PUNCT),depPOS_MOD(SCONJ),depPOS_MOD(VERB),depPOS_MOD(X),depPOS_OBJ(ADJ),depPOS_OBJ(ADP),depPOS_OBJ(ADV),depPOS_OBJ(CCONJ),depPOS_OBJ(DET),depPOS_OBJ(INTJ),depPOS_OBJ(NOUN),depPOS_OBJ(NUM),depPOS_OBJ(PART),depPOS_OBJ(PRON),depPOS_OBJ(PROPN),depPOS_OBJ(SCONJ),depPOS_OBJ(VERB),depPOS_PRD(ADJ),depPOS_PRD(ADP),depPOS_PRD(ADV),depPOS_PRD(CCONJ),depPOS_PRD(NOUN),depPOS_PRD(NUM),depPOS_PRD(PRON),depPOS_PRD(PROPN),depPOS_PRD(SCONJ),depPOS_PRD(VERB),depPOS_PRD(X),depPOS_SBJ(ADJ),depPOS_SBJ(DET),depPOS_SBJ(NOUN),depPOS_SBJ(NUM),depPOS_SBJ(PRON),depPOS_SBJ(PROPN),depPOS_SBJ(SCONJ),depPOS_SBJ(VERB),depPOS_TMZ(NOUN),depPOS_TPC(ADJ),depPOS_TPC(ADP),depPOS_TPC(DET),depPOS_TPC(NOUN),depPOS_TPC(PRON),depPOS_TPC(PROPN),n_tokens,dep_---_per_token,dep_IDF_per_token,dep_MOD_per_token,dep_OBJ_per_token,dep_PRD_per_token,dep_SBJ_per_token,dep_TMZ_per_token,dep_TPC_per_token,pos_ADJ_per_token,pos_ADP_per_token,pos_ADV_per_token,pos_AUX_per_token,pos_CCONJ_per_token,pos_DET_per_token,pos_INTJ_per_token,pos_NOUN_per_token,pos_NUM_per_token,pos_PART_per_token,pos_PRON_per_token,pos_PROPN_per_token,pos_PUNCT_per_token,pos_SCONJ_per_token,pos_VERB_per_token,pos_X_per_token,depPOS_---(ADJ)_per_token,depPOS_---(ADP)_per_token,depPOS_---(ADV)_per_token,depPOS_---(CCONJ)_per_token,depPOS_---(DET)_per_token,depPOS_---(NOUN)_per_token,depPOS_---(PRON)_per_token,depPOS_---(PROPN)_per_token,depPOS_---(PUNCT)_per_token,depPOS_---(SCONJ)_per_token,depPOS_---(VERB)_per_token,depPOS_IDF(ADJ)_per_token,depPOS_IDF(ADP)_per_token,depPOS_IDF(ADV)_per_token,depPOS_IDF(DET)_per_token,depPOS_IDF(NOUN)_per_token,depPOS_IDF(NUM)_per_token,depPOS_IDF(PRON)_per_token,depPOS_IDF(PROPN)_per_token,depPOS_IDF(SCONJ)_per_token,depPOS_IDF(VERB)_per_token,depPOS_MOD(ADJ)_per_token,depPOS_MOD(ADP)_per_token,depPOS_MOD(ADV)_per_token,depPOS_MOD(AUX)_per_token,depPOS_MOD(CCONJ)_per_token,depPOS_MOD(DET)_per_token,depPOS_MOD(INTJ)_per_token,depPOS_MOD(NOUN)_per_token,depPOS_MOD(NUM)_per_token,depPOS_MOD(PART)_per_token,depPOS_MOD(PRON)_per_token,depPOS_MOD(PROPN)_per_token,depPOS_MOD(PUNCT)_per_token,depPOS_MOD(SCONJ)_per_token,depPOS_MOD(VERB)_per_token,depPOS_MOD(X)_per_token,depPOS_OBJ(ADJ)_per_token,depPOS_OBJ(ADP)_per_token,depPOS_OBJ(ADV)_per_token,depPOS_OBJ(CCONJ)_per_token,depPOS_OBJ(DET)_per_token,depPOS_OBJ(INTJ)_per_token,depPOS_OBJ(NOUN)_per_token,depPOS_OBJ(NUM)_per_token,depPOS_OBJ(PART)_per_token,depPOS_OBJ(PRON)_per_token,depPOS_OBJ(PROPN)_per_token,depPOS_OBJ(SCONJ)_per_token,depPOS_OBJ(VERB)_per_token,depPOS_PRD(ADJ)_per_token,depPOS_PRD(ADP)_per_token,depPOS_PRD(ADV)_per_token,depPOS_PRD(CCONJ)_per_token,depPOS_PRD(NOUN)_per_token,depPOS_PRD(NUM)_per_token,depPOS_PRD(PRON)_per_token,depPOS_PRD(PROPN)_per_token,depPOS_PRD(SCONJ)_per_token,depPOS_PRD(VERB)_per_token,depPOS_PRD(X)_per_token,depPOS_SBJ(ADJ)_per_token,depPOS_SBJ(DET)_per_token,depPOS_SBJ(NOUN)_per_token,depPOS_SBJ(NUM)_per_token,depPOS_SBJ(PRON)_per_token,depPOS_SBJ(PROPN)_per_token,depPOS_SBJ(SCONJ)_per_token,depPOS_SBJ(VERB)_per_token,depPOS_TMZ(NOUN)_per_token,depPOS_TPC(ADJ)_per_token,depPOS_TPC(ADP)_per_token,depPOS_TPC(DET)_per_token,depPOS_TPC(NOUN)_per_token,depPOS_TPC(PRON)_per_token,depPOS_TPC(PROPN)_per_token
AR-130-191794,B2,8,28,86,55,5,16,0,0,19,35,2,5,13,3,0,73,0,0,14,1,12,5,16,0,1,3,0,1,0,0,0,0,0,1,2,1,0,0,0,20,0,7,0,0,0,12,29,2,5,12,3,0,7,0,0,1,0,12,0,3,0,3,0,0,0,0,0,36,0,0,4,1,2,9,0,3,0,0,0,0,0,0,0,2,0,2,0,10,0,2,0,2,0,0,0,0,0,0,0,0,198,0.04040404040404041,0.1414141414141414,0.43434343434343436,0.2777777777777778,0.025252525252525252,0.08080808080808081,0.0,0.0,0.09595959595959595,0.17676767676767677,0.010101010101010102,0.025252525252525252,0.06565656565656566,0.015151515151515152,0.0,0.3686868686868687,0.0,0.0,0.0707070707070707,0.005050505050505051,0.06060606060606061,0.025252525252525252,0.08080808080808081,0.0,0.005050505050505051,0.015151515151515152,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.010101010101010102,0.005050505050505051,0.0,0.0,0.0,0.10101010101010101,0.0,0.03535353535353535,0.0,0.0,0.0,0.06060606060606061,0.14646464646464646,0.010101010101010102,0.025252525252525252,0.06060606060606061,0.015151515151515152,0.0,0.03535353535353535,0.0,0.0,0.005050505050505051,0.0,0.06060606060606061,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.020202020202020204,0.005050505050505051,0.010101010101010102,0.045454545454545456,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.050505050505050504,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-191809,B1,7,25,84,48,1,17,0,0,22,29,7,0,16,4,0,59,0,2,12,0,13,5,13,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,18,0,7,0,0,0,15,27,3,0,16,2,0,2,0,2,0,0,13,0,4,0,2,2,0,0,0,0,32,0,0,4,0,1,7,0,0,0,0,0,0,0,0,1,0,0,4,2,7,0,1,0,3,0,0,0,0,0,0,0,0,182,0.038461538461538464,0.13736263736263737,0.46153846153846156,0.26373626373626374,0.005494505494505495,0.09340659340659341,0.0,0.0,0.12087912087912088,0.15934065934065933,0.038461538461538464,0.0,0.08791208791208792,0.02197802197802198,0.0,0.3241758241758242,0.0,0.01098901098901099,0.06593406593406594,0.0,0.07142857142857142,0.027472527472527472,0.07142857142857142,0.0,0.005494505494505495,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0989010989010989,0.0,0.038461538461538464,0.0,0.0,0.0,0.08241758241758242,0.14835164835164835,0.016483516483516484,0.0,0.08791208791208792,0.01098901098901099,0.0,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.07142857142857142,0.0,0.02197802197802198,0.0,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.0,0.17582417582417584,0.0,0.0,0.02197802197802198,0.0,0.005494505494505495,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.0,0.0,0.02197802197802198,0.01098901098901099,0.038461538461538464,0.0,0.005494505494505495,0.0,0.016483516483516484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-191850,B1,10,22,95,53,0,13,0,0,22,27,5,4,18,6,0,70,0,0,11,0,12,1,17,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,17,0,5,0,0,0,15,26,1,4,18,3,0,6,0,0,2,0,12,0,8,0,4,1,1,0,3,0,37,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,193,0.05181347150259067,0.11398963730569948,0.49222797927461137,0.27461139896373055,0.0,0.06735751295336788,0.0,0.0,0.11398963730569948,0.13989637305699482,0.025906735751295335,0.02072538860103627,0.09326424870466321,0.031088082901554404,0.0,0.3626943005181347,0.0,0.0,0.05699481865284974,0.0,0.06217616580310881,0.0051813471502590676,0.08808290155440414,0.0,0.0,0.0,0.015544041450777202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03626943005181347,0.0,0.0,0.0,0.0,0.08808290155440414,0.0,0.025906735751295335,0.0,0.0,0.0,0.07772020725388601,0.13471502590673576,0.0051813471502590676,0.02072538860103627,0.09326424870466321,0.015544041450777202,0.0,0.031088082901554404,0.0,0.0,0.010362694300518135,0.0,0.06217616580310881,0.0,0.04145077720207254,0.0,0.02072538860103627,0.0051813471502590676,0.0051813471502590676,0.0,0.015544041450777202,0.0,0.19170984455958548,0.0,0.0,0.02072538860103627,0.0,0.0051813471502590676,0.010362694300518135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015544041450777202,0.0,0.05181347150259067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192155,B1,7,18,55,29,6,13,0,0,16,16,1,0,12,2,0,49,1,1,8,0,10,2,10,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0,0,14,0,3,0,1,0,12,13,1,0,12,0,0,4,0,1,2,0,8,0,2,0,3,1,0,0,0,0,19,1,0,0,0,1,4,1,1,0,0,3,0,0,0,0,1,0,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,128,0.0546875,0.140625,0.4296875,0.2265625,0.046875,0.1015625,0.0,0.0,0.125,0.125,0.0078125,0.0,0.09375,0.015625,0.0,0.3828125,0.0078125,0.0078125,0.0625,0.0,0.078125,0.015625,0.078125,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0078125,0.0,0.0,0.015625,0.0,0.0234375,0.0,0.0,0.0,0.0,0.109375,0.0,0.0234375,0.0,0.0078125,0.0,0.09375,0.1015625,0.0078125,0.0,0.09375,0.0,0.0,0.03125,0.0,0.0078125,0.015625,0.0,0.0625,0.0,0.015625,0.0,0.0234375,0.0078125,0.0,0.0,0.0,0.0,0.1484375,0.0078125,0.0,0.0,0.0,0.0078125,0.03125,0.0078125,0.0078125,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.015625,0.0625,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192218,B1,5,19,73,47,2,9,0,0,15,23,1,1,18,3,0,58,0,2,9,0,6,3,16,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,15,0,3,0,0,0,10,22,0,1,17,2,0,4,0,2,3,0,6,2,4,0,2,0,0,0,0,0,32,0,0,3,0,1,9,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,155,0.03225806451612903,0.12258064516129032,0.47096774193548385,0.3032258064516129,0.012903225806451613,0.05806451612903226,0.0,0.0,0.0967741935483871,0.14838709677419354,0.0064516129032258064,0.0064516129032258064,0.11612903225806452,0.01935483870967742,0.0,0.3741935483870968,0.0,0.012903225806451613,0.05806451612903226,0.0,0.03870967741935484,0.01935483870967742,0.1032258064516129,0.0,0.0,0.0,0.0064516129032258064,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,0.0064516129032258064,0.0,0.0,0.0,0.0967741935483871,0.0,0.01935483870967742,0.0,0.0,0.0,0.06451612903225806,0.14193548387096774,0.0,0.0064516129032258064,0.10967741935483871,0.012903225806451613,0.0,0.025806451612903226,0.0,0.012903225806451613,0.01935483870967742,0.0,0.03870967741935484,0.012903225806451613,0.025806451612903226,0.0,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.2064516129032258,0.0,0.0,0.01935483870967742,0.0,0.0064516129032258064,0.05806451612903226,0.0064516129032258064,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0064516129032258064,0.04516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192387,B1,2,13,52,31,2,6,0,1,10,15,0,1,12,0,0,36,0,1,8,2,12,1,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,6,0,0,0,8,14,0,1,12,0,0,0,0,1,0,0,12,1,2,1,1,1,0,0,0,0,24,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,107,0.018691588785046728,0.12149532710280374,0.48598130841121495,0.2897196261682243,0.018691588785046728,0.056074766355140186,0.0,0.009345794392523364,0.09345794392523364,0.14018691588785046,0.0,0.009345794392523364,0.11214953271028037,0.0,0.0,0.3364485981308411,0.0,0.009345794392523364,0.07476635514018691,0.018691588785046728,0.11214953271028037,0.009345794392523364,0.07476635514018691,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.06542056074766354,0.0,0.056074766355140186,0.0,0.0,0.0,0.07476635514018691,0.1308411214953271,0.0,0.009345794392523364,0.11214953271028037,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.11214953271028037,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.0,0.0,0.0,0.0,0.22429906542056074,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.028037383177570093,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.037383177570093455,0.0,0.009345794392523364,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0
AR-130-192490,B2,5,32,100,56,9,15,0,0,24,26,7,0,31,1,0,69,0,2,28,2,10,6,11,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,17,0,15,0,0,0,20,19,4,0,29,1,0,7,0,2,2,1,10,2,3,0,2,2,1,0,0,0,31,0,0,9,0,4,7,1,3,1,1,3,0,0,0,0,0,0,1,0,11,0,2,1,0,0,0,0,0,0,0,0,0,217,0.02304147465437788,0.14746543778801843,0.4608294930875576,0.25806451612903225,0.041474654377880185,0.06912442396313365,0.0,0.0,0.11059907834101383,0.11981566820276497,0.03225806451612903,0.0,0.14285714285714285,0.004608294930875576,0.0,0.31797235023041476,0.0,0.009216589861751152,0.12903225806451613,0.009216589861751152,0.04608294930875576,0.027649769585253458,0.05069124423963134,0.0,0.0,0.009216589861751152,0.004608294930875576,0.004608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.07834101382488479,0.0,0.06912442396313365,0.0,0.0,0.0,0.09216589861751152,0.08755760368663594,0.018433179723502304,0.0,0.1336405529953917,0.004608294930875576,0.0,0.03225806451612903,0.0,0.009216589861751152,0.009216589861751152,0.004608294930875576,0.04608294930875576,0.009216589861751152,0.013824884792626729,0.0,0.009216589861751152,0.009216589861751152,0.004608294930875576,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.041474654377880185,0.0,0.018433179723502304,0.03225806451612903,0.004608294930875576,0.013824884792626729,0.004608294930875576,0.004608294930875576,0.013824884792626729,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.05069124423963134,0.0,0.009216589861751152,0.004608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192528,B1,7,25,77,43,5,16,0,1,21,21,4,0,17,4,0,67,0,1,6,0,12,5,16,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,22,0,3,0,0,0,14,16,4,0,17,0,0,11,0,1,0,0,12,0,2,0,6,2,0,0,0,0,25,0,0,2,0,2,6,1,1,0,0,0,0,0,0,0,3,0,0,4,8,0,1,0,3,0,0,0,0,0,1,0,0,174,0.040229885057471264,0.14367816091954022,0.4425287356321839,0.2471264367816092,0.028735632183908046,0.09195402298850575,0.0,0.005747126436781609,0.1206896551724138,0.1206896551724138,0.022988505747126436,0.0,0.09770114942528736,0.022988505747126436,0.0,0.3850574712643678,0.0,0.005747126436781609,0.034482758620689655,0.0,0.06896551724137931,0.028735632183908046,0.09195402298850575,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028735632183908046,0.0,0.0,0.0,0.0,0.12643678160919541,0.0,0.017241379310344827,0.0,0.0,0.0,0.08045977011494253,0.09195402298850575,0.022988505747126436,0.0,0.09770114942528736,0.0,0.0,0.06321839080459771,0.0,0.005747126436781609,0.0,0.0,0.06896551724137931,0.0,0.011494252873563218,0.0,0.034482758620689655,0.011494252873563218,0.0,0.0,0.0,0.0,0.14367816091954022,0.0,0.0,0.011494252873563218,0.0,0.011494252873563218,0.034482758620689655,0.005747126436781609,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.022988505747126436,0.04597701149425287,0.0,0.005747126436781609,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0
AR-130-192582,B1,1,7,30,22,0,3,0,0,7,11,1,0,10,0,0,23,0,0,4,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,4,9,1,0,10,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,13,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,0.015873015873015872,0.1111111111111111,0.47619047619047616,0.3492063492063492,0.0,0.047619047619047616,0.0,0.0,0.1111111111111111,0.1746031746031746,0.015873015873015872,0.0,0.15873015873015872,0.0,0.0,0.36507936507936506,0.0,0.0,0.06349206349206349,0.0,0.06349206349206349,0.015873015873015872,0.031746031746031744,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,0.06349206349206349,0.14285714285714285,0.015873015873015872,0.0,0.15873015873015872,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.031746031746031744,0.031746031746031744,0.0,0.0,0.0,0.0,0.20634920634920634,0.0,0.0,0.047619047619047616,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192654,B2,5,26,87,47,5,11,0,1,13,26,0,5,17,3,0,73,0,6,11,0,9,2,17,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,19,0,7,0,0,0,9,24,0,5,16,2,0,11,0,6,0,0,9,1,4,0,2,1,0,0,0,0,35,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,4,0,1,1,8,0,1,0,0,0,0,0,0,0,0,1,0,182,0.027472527472527472,0.14285714285714285,0.47802197802197804,0.25824175824175827,0.027472527472527472,0.06043956043956044,0.0,0.005494505494505495,0.07142857142857142,0.14285714285714285,0.0,0.027472527472527472,0.09340659340659341,0.016483516483516484,0.0,0.4010989010989011,0.0,0.03296703296703297,0.06043956043956044,0.0,0.04945054945054945,0.01098901098901099,0.09340659340659341,0.0,0.0,0.005494505494505495,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.01098901098901099,0.0,0.0,0.0,0.0,0.1043956043956044,0.0,0.038461538461538464,0.0,0.0,0.0,0.04945054945054945,0.13186813186813187,0.0,0.027472527472527472,0.08791208791208792,0.01098901098901099,0.0,0.06043956043956044,0.0,0.03296703296703297,0.0,0.0,0.04945054945054945,0.005494505494505495,0.02197802197802198,0.0,0.01098901098901099,0.005494505494505495,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.01098901098901099,0.0,0.0,0.038461538461538464,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.005494505494505495,0.005494505494505495,0.04395604395604396,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.0
AR-130-192696,B1,8,31,84,57,8,20,0,0,24,20,3,3,30,2,0,66,0,0,15,1,12,10,22,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,0,20,0,10,0,0,0,17,17,0,3,28,1,0,2,0,0,0,1,12,1,2,0,3,1,0,0,0,0,33,0,0,5,0,1,14,3,2,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,8,0,0,0,0,0,0,0,0,208,0.038461538461538464,0.14903846153846154,0.40384615384615385,0.27403846153846156,0.038461538461538464,0.09615384615384616,0.0,0.0,0.11538461538461539,0.09615384615384616,0.014423076923076924,0.014423076923076924,0.14423076923076922,0.009615384615384616,0.0,0.3173076923076923,0.0,0.0,0.07211538461538461,0.004807692307692308,0.057692307692307696,0.04807692307692308,0.10576923076923077,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,0.004807692307692308,0.0,0.0,0.0,0.09615384615384616,0.0,0.04807692307692308,0.0,0.0,0.0,0.08173076923076923,0.08173076923076923,0.0,0.014423076923076924,0.1346153846153846,0.004807692307692308,0.0,0.009615384615384616,0.0,0.0,0.0,0.004807692307692308,0.057692307692307696,0.004807692307692308,0.009615384615384616,0.0,0.014423076923076924,0.004807692307692308,0.0,0.0,0.0,0.0,0.15865384615384615,0.0,0.0,0.02403846153846154,0.0,0.004807692307692308,0.0673076923076923,0.014423076923076924,0.009615384615384616,0.014423076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.052884615384615384,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192707,B2,7,31,85,65,6,19,0,0,14,33,4,1,20,9,0,71,0,0,23,0,10,6,22,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,19,0,10,0,1,0,10,27,2,1,20,5,0,7,0,0,0,0,10,0,3,0,3,1,1,0,0,0,36,0,0,10,0,2,12,0,2,1,0,0,0,0,0,0,3,0,0,4,9,0,3,0,3,0,0,0,0,0,0,0,0,213,0.03286384976525822,0.14553990610328638,0.39906103286384975,0.3051643192488263,0.028169014084507043,0.0892018779342723,0.0,0.0,0.06572769953051644,0.15492957746478872,0.018779342723004695,0.004694835680751174,0.09389671361502347,0.04225352112676056,0.0,0.3333333333333333,0.0,0.0,0.107981220657277,0.0,0.046948356807511735,0.028169014084507043,0.10328638497652583,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018779342723004695,0.004694835680751174,0.0,0.0,0.0,0.0892018779342723,0.0,0.046948356807511735,0.0,0.004694835680751174,0.0,0.046948356807511735,0.1267605633802817,0.009389671361502348,0.004694835680751174,0.09389671361502347,0.023474178403755867,0.0,0.03286384976525822,0.0,0.0,0.0,0.0,0.046948356807511735,0.0,0.014084507042253521,0.0,0.014084507042253521,0.004694835680751174,0.004694835680751174,0.0,0.0,0.0,0.16901408450704225,0.0,0.0,0.046948356807511735,0.0,0.009389671361502348,0.056338028169014086,0.0,0.009389671361502348,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.018779342723004695,0.04225352112676056,0.0,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-130-192747,B1,7,26,93,44,1,19,0,0,14,25,9,1,17,6,0,71,0,1,13,1,13,3,16,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,21,0,5,0,0,0,10,23,5,1,16,1,0,13,0,1,3,0,13,0,7,0,0,2,1,0,2,0,29,0,0,2,1,1,6,0,0,0,0,0,0,0,0,0,1,0,3,3,8,0,3,0,2,0,0,0,0,0,0,0,0,190,0.03684210526315789,0.1368421052631579,0.48947368421052634,0.23157894736842105,0.005263157894736842,0.1,0.0,0.0,0.07368421052631578,0.13157894736842105,0.04736842105263158,0.005263157894736842,0.08947368421052632,0.031578947368421054,0.0,0.3736842105263158,0.0,0.005263157894736842,0.06842105263157895,0.005263157894736842,0.06842105263157895,0.015789473684210527,0.08421052631578947,0.0,0.005263157894736842,0.0,0.015789473684210527,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.11052631578947368,0.0,0.02631578947368421,0.0,0.0,0.0,0.05263157894736842,0.12105263157894737,0.02631578947368421,0.005263157894736842,0.08421052631578947,0.005263157894736842,0.0,0.06842105263157895,0.0,0.005263157894736842,0.015789473684210527,0.0,0.06842105263157895,0.0,0.03684210526315789,0.0,0.0,0.010526315789473684,0.005263157894736842,0.0,0.010526315789473684,0.0,0.15263157894736842,0.0,0.0,0.010526315789473684,0.005263157894736842,0.005263157894736842,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.015789473684210527,0.015789473684210527,0.042105263157894736,0.0,0.015789473684210527,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
