Document_ID,CEFR,word_count,text,d3tok,readability_levels,max_level,avg_level
AR-130-199634,B2,176,كما نعلم أنه في زمننا هذا التواصل الاجتماعي أصبح كل شيء للمجتمع، فلا يوجد فرد في هذا المجتمع لا يستخدم وسيلة من وسائل التواصل الاجتماعي، ولكن هناك إيجابيات وسلبيات للتواصل الاجتماعي. ومن إيجابياتها سهولة التواصل الأسري وتطوير المجتمع وإنهاء المعاملات بسهولة فلا داعي للذهاب وقضاء كل اليوم لإنهاء معاملة بسيطة. وأيضا أصبح الآن كتجارة للبعض، والكثير من الإيجابيات التي ساعدت المجتمع من خلال برامج التواصل الاجتماعي. ولكن أيضا هناك من يستخدم برامج التواصل الاجتماعي بالطريقة الخاطئة التي سببت ضررا لهم وأثرت عليهم وعلى صحتهم مثل قضاء وقت طويل على الهاتف ووضع الهاتف في الشاحن عند النوم وذلك تسبب في ضرر للمنزل. وأيضا المراهقين بعضهم قد يسيء استخدام برامج التواصل الاجتماعي من خلال مشاهدتهم للصور والفيديوهات المخلة بالآداب. وأيضا فإن استخدام وسائل التواصل الاجتماعي قد يؤثر على الطلاب في عدم قدرتهم على التركيز في دروسهم وواجباتهم وذلك قد يتسبب في نزول درجاتهم، وفي بعض الأحيان ذلك يؤدي لعدم قدرتهم على الاستمرار في الدراسة والتوقف. وكل هذا يحدث بسبب سوء استخدام وسائل التواصل الاجتماعي، فيجب أن يكون هناك توعية مستمرة لكيفية استخدام وسائل التواصل الاجتماعي بالطريقة الصحيحة النافعة.,"[""ك+ ما نعلم أن +ه في زمن +نا هذا ال+ تواصل ال+ اجتماعي أصبح كل شيء ل+ ال+ مجتمع , ف+ لا يوجد فرد في هذا ال+ مجتمع لا يستخدم وسيلة من وسائل ال+ تواصل ال+ اجتماعي , و+ لكن هناك إيجابيات و+ سلبيات ل+ ال+ تواصل ال+ اجتماعي ."", ""و+ من إيجابيات +ها سهولة ال+ تواصل ال+ أسري و+ تطوير ال+ مجتمع و+ إنهاء ال+ معاملات ب+ سهولة ف+ لا داعي ل+ ال+ ذهاب و+ قضاء كل ال+ يوم ل+ إنهاء معاملة بسيطة ."", ""و+ أيضا أصبح ال+ آن ك+ تجارة ل+ ال+ بعض , و+ ال+ كثير من ال+ إيجابيات التي ساعدت ال+ مجتمع من خلال برامج ال+ تواصل ال+ اجتماعي ."", ""و+ لكن أيضا هناك من يستخدم برامج ال+ تواصل ال+ اجتماعي ب+ ال+ طريقة ال+ خاطئة التي سببت ضررا ل +هم و+ أثرت على +هم و+ على صحة +هم مثل قضاء وقت طويل على ال+ هاتف و+ وضع ال+ هاتف في ال+ شاحن عند ال+ نوم و+ ذلك تسبب في ضرر ل+ ال+ منزل ."", ""و+ أيضا ال+ مراهقين بعض +هم قد يسيء استخدام برامج ال+ تواصل ال+ اجتماعي من خلال مشاهدة +هم ل+ ال+ صور و+ ال+ فيديوهات ال+ مخلة ب+ ال+ آداب ."", ""و+ أيضا ف+ إن استخدام وسائل ال+ تواصل ال+ اجتماعي قد يؤثر على ال+ طلاب في عدم قدرة +هم على ال+ تركيز في دروس +هم و+ واجبات +هم و+ ذلك قد يتسبب في نزول درجات +هم , و+ في بعض ال+ أحيان ذلك يؤدي ل+ عدم قدرة +هم على ال+ استمرار في ال+ دراسة و+ ال+ توقف ."", ""و+ كل هذا يحدث ب+ سبب سوء استخدام وسائل ال+ تواصل ال+ اجتماعي , ف+ يجب أن يكون هناك توعية مستمرة ل+ كيفية استخدام وسائل ال+ تواصل ال+ اجتماعي ب+ ال+ طريقة ال+ صحيحة ال+ نافعة .""]","[12, 12, 11, 12, 11, 12, 12]",12,11.714285714285714
AR-130-199747,B2,181,تعد وسائل التواصل الاجتماعي أحد أهم الوسائل للتواصل في القرن الواحد والعشرين، حيث أصبح الجميع على دراية بطريقة استخدامها. لكن هذه الوسائل أصبحت تؤثر على الفرد خاصة والمجتمع عامة، حيث أصبحت أحد أولوياتنا في الحياة خصوصا للمراهقين لأنها تعزلهم عن المجتمع الخارجي ولا تجعلهم في وعي لما يحدث حولهم. كما هو معروف فكل شيء في هذه الدنيا له سلبيات وإيجابيات، فوسائل التواصل أيضا لها سلبيات وإيجابيات. في البداية سلبيات وسائل التواصل الاجتماعي، أولا الإدمان وهو أحد أخطر المشاكل التي يواجهها المراهقون حيث أصبحت هذه المواقع كالمخدرات التي لا يستطيعون الاستغناء عنها في أي وقت، وهو ما يقودهم للحصول على درجات متدنية سواء في الجامعة أو المدرسة. ثانيا التأثر بالمشاهير الذين إذا فعلوا شيئا أصبح الناس يقلدونهم حتى لو كان خطأ. أما عن إيجابيات هذه المواقع فهي تساعدنا على اكتساب المعلومات بسهولة دون تعب ولا جهد، وأيضا من خلالها نستطيع التعرف على أصدقاء من دول مختلفة ونفهم ثقافاتهم. في النهاية وسائل التواصل الاجتماعي شيء لا نستطيع الاستغناء عنه في هذا الوقت. على الرغم من وجود سلبيات عديدة، لكن إذا لم نأخذ بالسلبيات وأخذنا الإيجابيات فهذه الإيجابيات سوف تؤثر على المجتمع بشكل جيد.,"[""تعد وسائل ال+ تواصل ال+ اجتماعي أحد أهم ال+ وسائل ل+ ال+ تواصل في ال+ قرن ال+ واحد و+ ال+ عشرين , حيث أصبح ال+ جميع على دراية ب+ طريقة استخدام +ها ."", ""لكن هذه ال+ وسائل أصبحت تؤثر على ال+ فرد خاصة و+ ال+ مجتمع عامة , حيث أصبحت أحد أولويات +نا في ال+ حياة خصوصا ل+ ال+ مراهقين ل+ أن +ها تعزل +هم عن ال+ مجتمع ال+ خارجي و+ لا تجعل +هم في وعي ل+ ما يحدث حول +هم ."", ""ك+ ما هو معروف ف+ كل شيء في هذه ال+ دنيا ل +ه سلبيات و+ إيجابيات , ف+ وسائل ال+ تواصل أيضا ل +ها سلبيات و+ إيجابيات ."", ""في ال+ بداية سلبيات وسائل ال+ تواصل ال+ اجتماعي , أولا ال+ إدمان و+ هو أحد أخطر ال+ مشاكل التي يواجه +ها ال+ مراهقون حيث أصبحت هذه ال+ مواقع ك+ ال+ مخدرات التي لا يستطيعون ال+ استغناء عن +ها في أي وقت , و+ هو ما يقود +هم ل+ ال+ حصول على درجات متدنية سواء في ال+ جامعة أو ال+ مدرسة ."", ""ثانيا ال+ تأثر ب+ ال+ مشاهير الذين إذا فعلوا شيئا أصبح ال+ ناس يقلدون +هم حتى لو كان خطى ."", ""أما عن إيجابيات هذه ال+ مواقع ف+ هي تساعد +نا على اكتساب ال+ معلومات ب+ سهولة دون تعب و+ لا جهد , و+ أيضا من خلال +ها نستطيع ال+ تعرف على أصدقاء من دول مختلفة و+ نفهم ثقافات +هم ."", ""في ال+ نهاية وسائل ال+ تواصل ال+ اجتماعي شيء لا نستطيع ال+ استغناء عن +ه في هذا ال+ وقت ."", ""على ال+ رغم من وجود سلبيات عديدة , لكن إذا لم نأخذ ب+ ال+ سلبيات و+ أخذنا ال+ إيجابيات ف+ هذه ال+ إيجابيات سوف تؤثر على ال+ مجتمع ب+ شكل جيد .""]","[12, 12, 10, 12, 13, 12, 10, 13]",13,11.75
AR-130-199818,B1,104,في الآونة الأخيرة ظهرت لدينا العديد من وسائل التواصل الاجتماعي. بالطبع هنالك تأثير على الفرد والمجتمع، فكما نعلم وسائل التواصل الاجتماعي متاحة للجميع ويمكن للأطفال أيضا المشاركة فيها وهنا قد تتضمن ضررا كبيرا قد يودي بحياة الأطفال. قد يتواصل أحد المستخدمون السيئون مع هؤلاء الأطفال ويقومون بخداعهم للقيام بأمور فظيعة كالقتل أو السرقة. أيضا هنالك الكثير من الأشخاص الذين يقومون بسرقة المعلومات الشخصية والهامة لغرض التهديد أو افتعال المشاكل. في الآونة الأخيرة وبعد ظهور هذه الوسائل أصبح الناس منعزلون عن المجتمع واستقلوا بأنفسهم وابتعدوا عن عائلاتهم وأصدقائهم. هنالك العديد من الإيجابيات لهذا التواصل ولكن علينا استخدامها بشكل صحيح والحذر من الفئة التي تفتعل المشاكل.,"[""في ال+ آونة ال+ أخيرة ظهرت لدى +نا ال+ عديد من وسائل ال+ تواصل ال+ اجتماعي ."", ""ب+ ال+ طبع هنالك تأثير على ال+ فرد و+ ال+ مجتمع , ف+ ك+ ما نعلم وسائل ال+ تواصل ال+ اجتماعي متاحة ل+ ال+ جميع و+ يمكن ل+ ال+ أطفال أيضا ال+ مشاركة في +ها و+ هنا قد تتضمن ضررا كبيرا قد يودي ب+ حياة ال+ أطفال ."", ""قد يتواصل أحد ال+ مستخدمون ال+ سيئون مع هؤلاء ال+ أطفال و+ يقومون ب+ خداع +هم ل+ ال+ قيام ب+ أمور فظيعة ك+ ال+ قتل أو ال+ سرقة ."", ""أيضا هنالك ال+ كثير من ال+ أشخاص الذين يقومون ب+ سرقة ال+ معلومات ال+ شخصية و+ ال+ هامة ل+ غرض ال+ تهديد أو افتعال ال+ مشاكل ."", ""في ال+ آونة ال+ أخيرة و+ بعد ظهور هذه ال+ وسائل أصبح ال+ ناس منعزلون عن ال+ مجتمع و+ استقلوا ب+ أنفس +هم و+ ابتعدوا عن عائلات +هم و+ أصدقاء +هم ."", ""هنالك ال+ عديد من ال+ إيجابيات ل+ هذا ال+ تواصل و+ لكن على +نا استخدام +ها ب+ شكل صحيح و+ ال+ حذر من ال+ فئة التي تفتعل ال+ مشاكل .""]","[7, 12, 11, 11, 11, 11]",12,10.5
AR-130-287997,B1,101,السلام عليكم ورحمة الله وبركاته. وسائل التواصل الاجتماعي هي وسائل منها نستطيع أن نتشارك الأفكار والبحث عن المعلومات التي تساعدنا في حياتنا، ولكن وسائل التواصل الاجتماعي لها جوانب سلبية وإيجابية. سلبيات التواصل الاجتماعي هي كثرة الجلوس على الهاتف وهذا يسبب مشاكل صحية. لهذا حاول الابتعاد عن الهاتف قدر الإمكان لكي تتجنب هذه المخاطر واشغل نفسك في أشياء أخرى لكي لا تشاهد الهاتف لساعات طويلة. إيجابيات التواصل الاجتماعي يمكنك أن تعمل على أبحاثك من خلاله وتستطيع أن تمارس دراستك عن طريق التواصل الاجتماعي. وتأثير التواصل الاجتماعي على أفراد المجتمع تأثير كبير حتى أصبح التواصل الاجتماعي هوسا لدى البعض لا يستطيع التوقف عنه.,"[""ال+ سلام على +كم و+ رحمة الله و+ بركات +ه ."", ""وسائل ال+ تواصل ال+ اجتماعي هي وسائل من +ها نستطيع أن نتشارك ال+ أفكار و+ ال+ بحث عن ال+ معلومات التي تساعد +نا في حياة +نا , و+ لكن وسائل ال+ تواصل ال+ اجتماعي ل +ها جوانب سلبية و+ إيجابية ."", ""سلبيات ال+ تواصل ال+ اجتماعي هي كثرة ال+ جلوس على ال+ هاتف و+ هذا يسبب مشاكل صحية ."", ""ل+ هذا حاول ال+ ابتعاد عن ال+ هاتف قدر ال+ إمكان ل+ كي تتجنب هذه ال+ مخاطر و+ اشغل نفس +ك في أشياء أخرى ل+ كي لا تشاهد ال+ هاتف ل+ ساعات طويلة ."", ""إيجابيات ال+ تواصل ال+ اجتماعي يمكنك أن تعمل على أبحاث +ك من خلال +ه و+ تستطيع أن تمارس دراسة +ك عن طريق ال+ تواصل ال+ اجتماعي ."", ""و+ تأثير ال+ تواصل ال+ اجتماعي على أفراد ال+ مجتمع تأثير كبير حتى أصبح ال+ تواصل ال+ اجتماعي هوسا لدى ال+ بعض لا يستطيع ال+ توقف عن +ه .""]","[5, 12, 9, 11, 11, 11]",12,9.833333333333334
AR-130-288874,B2,69,أطلقت دولة الإمارات برنامجا وطنيا للتسامح وشرعت قانون مكافحة التميز والكراهية وأسست الكثير من المراكز لمكافحة التطرف والإرهاب. تعددت حضارات دولة الإمارات ومنها حضارة الإمارات في العصر البرونزي وحضارة أم النار وحقبة جبل حفيت. وشهدت دولة الإمارات تطورا عميقا جدا وذلك من خلال تطور وازدهار إمارة دبي، وذلك من خلال بناء برج خليفة وهو أطول برج في العالم. يمكن أن يؤثر التواصل الاجتماعي على الأفراد وذلك من خلال التليفون.,"[""أطلقت دولة ال+ إمارات برنامجا وطنيا ل+ ال+ تسامح و+ شرعت قانون مكافحة ال+ تميز و+ ال+ كراهية و+ أسست ال+ كثير من ال+ مراكز ل+ مكافحة ال+ تطرف و+ ال+ إرهاب ."", ""تعددت حضارات دولة ال+ إمارات و+ من +ها حضارة ال+ إمارات في ال+ عصر ال+ برونزي و+ حضارة أم ال+ نار و+ حقبة جبل حفيت ."", ""و+ شهدت دولة ال+ إمارات تطورا عميقا جدا و+ ذلك من خلال تطور و+ ازدهار إمارة دبي , و+ ذلك من خلال بناء برج خليفة و+ هو أطول برج في ال+ عالم ."", ""يمكن أن يؤثر ال+ تواصل ال+ اجتماعي على ال+ أفراد و+ ذلك من خلال ال+ تليفون .""]","[14, 14, 12, 10]",14,12.5
AR-130-289073,B1,63,التواصل الاجتماعي في هذا الوقت أصبح الأكثر استخداما بين جميع الأجيال. قمنا نشاهد الأطفال ذي ١٠ سنوات لديهم الهاتف المتحرك ويتجولون بين البرامج من دون أي مراقبة من قبل الأهالي، وهذا الفعل يجعل الجيل القادم في خطر. للتواصل الاجتماعي سلبيات وإيجابيات كثيرة، من أهم الإيجابيات سرعة التواصل بين الناس، لكن في رأيي إن السلبيات أكثر من الإيجابيات، ومن بعض السلبيات تأثيرها في الصحة.,"[""ال+ تواصل ال+ اجتماعي في هذا ال+ وقت أصبح ال+ أكثر استخداما بين جميع ال+ أجيال ."", ""قمنا نشاهد ال+ أطفال ذي ١٠ سنوات لدى +هم ال+ هاتف ال+ متحرك و+ يتجولون بين ال+ برامج من دون أي مراقبة من قبل ال+ أهالي , و+ هذا ال+ فعل يجعل ال+ جيل ال+ قادم في خطر ."", ""ل+ ال+ تواصل ال+ اجتماعي سلبيات و+ إيجابيات كثيرة , من أهم ال+ إيجابيات سرعة ال+ تواصل بين ال+ ناس , لكن في رأي +ي إن ال+ سلبيات أكثر من ال+ إيجابيات , و+ من بعض ال+ سلبيات تأثير +ها في ال+ صحة .""]","[10, 12, 12]",12,11.333333333333334
AR-130-289115,A2,35,إن وسائل التواصل الاجتماعي هي أهم تواصل بين الأسرة والمجتمع في كل أنحاء الدول، وقد تكون تأثيرا أهم من المجتمع مثل: الأسرة أو عمل تطوعي، وأما تطبيقاتها فيكون تأثيرها كبيرا مثل واتساب، سنابتشات أو إنستجرام.,"[""إن وسائل ال+ تواصل ال+ اجتماعي هي أهم تواصل بين ال+ أسرة و+ ال+ مجتمع في كل أنحاء ال+ دول , و+ قد تكون تأثيرا أهم من ال+ مجتمع مثل : ال+ أسرة أو عمل تطوعي , و+ أما تطبيقات +ها ف+ يكون تأثير +ها كبيرا مثل واتساب , سنابتشات أو انستجرام .""]",[12],12,12.0
AR-130-289903,B1,77,أصبح لوسائل التواصل الاجتماعي تأثير سالب على الفرد والمجتمع، أصبح المجتمع يجلس طوال الأيام على التواصل الاجتماعي، وغير ذلك الإنسان يفقد حياته ويهدر شبابه على التواصل الاجتماعي. تفرقت الأسر بسبب التواصل الاجتماعي وأصبحت معظم المشاكل تأتي من التواصل الاجتماعي، ولكن هناك جوانب إيجابية للتواصل الاجتماعي. أصبحت معظم الأعمال أو الأخبار على التواصل الاجتماعي ومعظم التعارف على التواصل الاجتماعي مثل الواتساب والإنستجرام والفيسبوك من أشهر وأفضل البرامج. يجب على المجتمع الموازنة بين التواصل الاجتماعي للحفاظ على الوقت والحياة.,"[""أصبح ل+ وسائل ال+ تواصل ال+ اجتماعي تأثير سالب على ال+ فرد و+ ال+ مجتمع , أصبح ال+ مجتمع يجلس طوال ال+ أيام على ال+ تواصل ال+ اجتماعي , و+ غير ذلك ال+ إنسان يفقد حياة +ه و+ يهدر شباب +ه على ال+ تواصل ال+ اجتماعي ."", ""تفرقت ال+ أسر ب+ سبب ال+ تواصل ال+ اجتماعي و+ أصبحت معظم ال+ مشاكل تأتي من ال+ تواصل ال+ اجتماعي , و+ لكن هناك جوانب إيجابية ل+ ال+ تواصل ال+ اجتماعي ."", ""أصبحت معظم ال+ أعمال أو ال+ أخبار على ال+ تواصل ال+ اجتماعي و+ معظم ال+ تعارف على ال+ تواصل ال+ اجتماعي مثل ال+ واتساب و+ ال+ انستجرام و+ ال+ فيسبوك من أشهر و+ أفضل ال+ برامج ."", ""يجب على ال+ مجتمع ال+ موازنة بين ال+ تواصل ال+ اجتماعي ل+ ال+ حفاظ على ال+ وقت و+ ال+ حياة .""]","[12, 11, 12, 12]",12,11.75
AR-130-292703,Unassessable,5,هنالك وسائل عدة للتواصل الاجتماعي.,"[""هنالك وسائل عدة ل+ ال+ تواصل ال+ اجتماعي .""]",[7],7,7.0
AR-130-294255,B1,187,وسائل التواصل الاجتماعي هي إحدى أهم الأشياء لدى الإنسان في حياته اليومية. وأصبحت إدمانا للفرد والمجتمع، ولكن لها تأثيرات على المجتمع وتحديدا الأطفال لأنهم هم الأكثر عرضة للابتزاز الإلكتروني. من أهم التأثيرات على الأطفال الابتزاز الإلكتروني: كثير من الأطفال وقعوا في مشكلة الابتزاز الإلكتروني. يجلس الأطفال لساعات طويلة على مواقع التواصل الاجتماعي ويتم التعرف على أشخاص أكبر منهم سنا، فيتم ابتزازهم عن طريق الصور والفيديوهات الشخصية. السبب في ذلك الإهمال من الأهل وعدم رقابة الأطفال طوال الوقت أو انشغال الأهل عن الأطفال خارج المنزل. الكثير من الأطفال تم خروجهم من المنزل مع أشخاص أكبر منهم سنا بدون علم الأهل فيتم انتهاك أعراضهم أو سرقتهم. كذلك الكثير من مواقع التواصل الاجتماعي لا تناسب الأطفال لأنه توجد الكثير من المواقع المحرمة والتي لا تناسب الأطفال. أيضا الفتيات أهم أحد عرضة للابتزاز الإلكتروني، يتم ابتزازهن عن طريق الشباب بصورهن ويتم مطالبتهن بدفع مال وغيره من الأشياء التي تمس شرف الفتاة. يجب على المسؤولين عن الجرائم الإلكترونية أن يتم اتخاذات صارمة في حق من يتم بعملية الابتزاز، وعلى الأهل أيضا أن يتم التشديد على أطفالهم وعدم الإهمال أو وضع كاميرات مراقبة داخل وخارج المنزل للاطلاع على جميع ما يحدث في المنزل.,"[""وسائل ال+ تواصل ال+ اجتماعي هي إحدى أهم ال+ أشياء لدى ال+ إنسان في حياة +ه ال+ يومية ."", ""و+ أصبحت إدمانا ل+ ال+ فرد و+ ال+ مجتمع , و+ لكن ل +ها تأثيرات على ال+ مجتمع و+ تحديدا ال+ أطفال ل+ أن +هم هم ال+ أكثر عرضة ل+ ال+ ابتزاز ال+ إلكتروني ."", ""من أهم ال+ تأثيرات على ال+ أطفال ال+ ابتزاز ال+ إلكتروني : كثير من ال+ أطفال وقعوا في مشكلة ال+ ابتزاز ال+ إلكتروني ."", ""يجلس ال+ أطفال ل+ ساعات طويلة على مواقع ال+ تواصل ال+ اجتماعي و+ يتم ال+ تعرف على أشخاص أكبر من +هم سنا , ف+ يتم ابتزاز +هم عن طريق ال+ صور و+ ال+ فيديوهات ال+ شخصية ."", ""ال+ سبب في ذلك ال+ إهمال من ال+ أهل و+ عدم رقابة ال+ أطفال طوال ال+ وقت أو انشغال ال+ أهل عن ال+ أطفال خارج ال+ منزل ."", ""ال+ كثير من ال+ أطفال تم خروج +هم من ال+ منزل مع أشخاص أكبر من +هم سنا ب+ دون علم ال+ أهل ف+ يتم انتهاك أعراض +هم أو سرقة +هم ."", ""ك+ ذلك ال+ كثير من مواقع ال+ تواصل ال+ اجتماعي لا تناسب ال+ أطفال ل+ أن +ه توجد ال+ كثير من ال+ مواقع ال+ محرمة و+ التي لا تناسب ال+ أطفال ."", ""أيضا ال+ فتيات أهم أحد عرضة ل+ ال+ ابتزاز ال+ إلكتروني , يتم ابتزاز +هن عن طريق ال+ شباب ب+ صور +هن و+ يتم مطالبة +هن ب+ دفع مال و+ غير +ه من ال+ أشياء التي تمس شرف ال+ فتاة ."", ""يجب على ال+ مسؤولين عن ال+ جرائم ال+ إلكترونية أن يتم اتخاذات صارمة في حق من يتم ب+ عملية ال+ ابتزاز , و+ على ال+ أهل أيضا أن يتم ال+ تشديد على أطفال +هم و+ عدم ال+ إهمال أو وضع كاميرات مراقبة داخل و+ خارج ال+ منزل ل+ ال+ اطلاع على جميع ما يحدث في ال+ منزل .""]","[7, 14, 12, 12, 11, 12, 11, 12, 14]",14,11.666666666666666
AR-130-68830,B1,87,التواصل الاجتماعي هو من أبرز وأشهر أنواع التواصل البشري في جميع أنحاء العالم والأكثر استخداما في وقتنا الحالي. أصبح من السهل التواصل مع أي شخص في أي زمان ومكان باستخدام الهاتف النقال، حيث توجد في الهاتف تطبيقات عصرية للتواصل بالكتابة والقراءة أو بالتسجيل الصوتي مما أدى بكثير من الناس إلى شراء الهاتف وأصبح من أساسيات الإنسان في حياته اليومية. أثر التواصل الاجتماعي على الفرد والمجتمع كبير جدا. ومن نتائج آثاره على الفرد أنه أصبح شيئا أساسيا أن يتفقد الفرد عند نهوضه من النوم الهاتف وحتى أن ينام.,"[""ال+ تواصل ال+ اجتماعي هو من أبرز و+ أشهر أنواع ال+ تواصل ال+ بشري في جميع أنحاء ال+ عالم و+ ال+ أكثر استخداما في وقت +نا ال+ حالي ."", ""أصبح من ال+ سهل ال+ تواصل مع أي شخص في أي زمان و+ مكان ب+ استخدام ال+ هاتف ال+ نقال , حيث توجد في ال+ هاتف تطبيقات عصرية ل+ ال+ تواصل ب+ ال+ كتابة و+ ال+ قراءة أو ب+ ال+ تسجيل ال+ صوتي من +ما أدى ب+ كثير من ال+ ناس إلى شراء ال+ هاتف و+ أصبح من أساسيات ال+ إنسان في حياة +ه ال+ يومية ."", ""أثر ال+ تواصل ال+ اجتماعي على ال+ فرد و+ ال+ مجتمع كبير جدا ."", ""و+ من نتائج آثار +ه على ال+ فرد أن +ه أصبح شيئا أساسيا أن يتفقد ال+ فرد عند نهوض +ه من ال+ نوم ال+ هاتف و+ حتى أن ينام .""]","[12, 12, 12, 11]",12,11.75
AR-130-80566,B2,143,تطورت وسائل التواصل الاجتماعي على مدى السنين لتصبح من الأمور الأساسية في حياتنا التي لا يمكننا التخلي عنها لأهميتها في معرفة الأخبار عن العالم الخارجي والتعرف على أشخاص من دول مختلفة والتعرف على حضاراتهم. لكن لكل شيء إيجابيات وسلبيات، وهذا يمكن أن يؤثر بكمية كبيرة على مستخدمها؛ يمكن أن تنفعه أو تؤذيه. هناك أشخاص يستخدمون وسائل التواصل الاجتماعي بكمية هائلة لدرجة أنهم ينسون الاحتكاك بالعالم الخارجي مما يؤثر على حياتهم الخاصة كثيرا بالأهل والأصدقاء. ومن سلبياتها أنها تؤثر على صحة الإنسان لأنه لا يمارس الرياضة ولا يهتم بصحته لانشغاله بوسائل التواصل الاجتماعي. إهمال الشخص لعمله ودراسته مما يؤدي إلى الفشل أو البطالة. هناك بعض الناس يرسلون روابط قد تحتوي على فيروسات تسلب الحسابات المالية أو المعلومات الشخصية لاستغلال الناس وسلبهم أموالهم. يستخدم الكثير من الناس وسائل التواصل الاجتماعي للإساءة إلى الآخرين وتقليل ثقتهم في أنفسهم لأنهم لا يعرفون الناس شخصيا ولا يمكن اتباعهم.,"[""تطورت وسائل ال+ تواصل ال+ اجتماعي على مدى ال+ سنين ل+ تصبح من ال+ أمور ال+ أساسية في حياة +نا التي لا يمكن +نا ال+ تخلي عن +ها ل+ أهمية +ها في معرفة ال+ أخبار عن ال+ عالم ال+ خارجي و+ ال+ تعرف على أشخاص من دول مختلفة و+ ال+ تعرف على حضارات +هم ."", ""لكن ل+ كل شيء إيجابيات و+ سلبيات , و+ هذا يمكن أن يؤثر ب+ كمية كبيرة على مستخدم +ها ؛"", ""يمكن أن تنفع +ه أو تؤذي +ه ."", ""هناك أشخاص يستخدمون وسائل ال+ تواصل ال+ اجتماعي ب+ كمية هائلة ل+ درجة أن +هم ينسون ال+ احتكاك ب+ ال+ عالم ال+ خارجي من +ما يؤثر على حياة +هم ال+ خاصة كثيرا ب+ ال+ أهل و+ ال+ أصدقاء ."", ""و+ من سلبيات +ها أن +ها تؤثر على صحة ال+ إنسان ل+ أن +ه لا يمارس ال+ رياضة و+ لا يهتم ب+ صحة +ه ل+ انشغال +ه ب+ وسائل ال+ تواصل ال+ اجتماعي ."", ""إهمال ال+ شخص ل+ عمل +ه و+ دراسة +ه من +ما يؤدي إلى ال+ فشل أو ال+ بطالة ."", ""هناك بعض ال+ ناس يرسلون روابط قد تحتوي على فيروسات تسلب ال+ حسابات ال+ مالية أو ال+ معلومات ال+ شخصية ل+ استغلال ال+ ناس و+ سلب +هم أموال +هم ."", ""يستخدم ال+ كثير من ال+ ناس وسائل ال+ تواصل ال+ اجتماعي ل+ ال+ إساءة إلى ال+ آخرين و+ تقليل ثقة +هم في أنفس +هم ل+ أن +هم لا يعرفون ال+ ناس شخصيا و+ لا يمكن أتباع +هم .""]","[12, 10, 8, 12, 11, 12, 12, 12]",12,11.125
AR-130-80816,B1,145,وسائل التواصل الاجتماعي أصبحت شيئا مهما في حياتنا اليومية وأصبح العالم بأسره يتواصل من خلالها، وقد يظن البعض أنه أمر جيد وهو كان بالفعل كذلك، حتى أصبح العالم مهووسا بها وأصبحت جميع العلاقات إلكترونية، وأصبح الحديث كله في المجالس والجامعات عن ما هو جديد في الإنترنت، وهذه كارثة بحق البشرية، ولا أشعر أنه في المستقبل سيكون هناك تقدم بشأن هذا الموضوع كلما اخترعت برامج جديدة كلما فسد الشعب، ويجب أن يوضع حد لهذا الموضوع. تؤثر وسائل التواصل بالأخص على الجيل الجديد، لأنهم منذ وعيهم على الدنيا وهذا كل ما يعرفونه، وهم أكثر تأثرا لأنهم ما زالوا أطفالا والأطفال ينشأون على ما يتعودون، كما أننا سمعنا الكثير من الحوادث التي تحصل بسبب الإنترنت ووسائل التواصل الاجتماعي مثل أن يكون هناك ناس نواياهم سيئة يستغلون الأطفال وبراءتهم، وهذه أمور حقيقية تحصل حول العالم وأمور من الممكن أن نتعرض لها يوما إن لم نكن منتبهين، لهذا يجب الحذر.,"[""وسائل ال+ تواصل ال+ اجتماعي أصبحت شيئا مهما في حياة +نا ال+ يومية و+ أصبح ال+ عالم ب+ أسر +ه يتواصل من خلال +ها , و+ قد يظن ال+ بعض أن +ه أمر جيد و+ هو كان ب+ ال+ فعل ك+ ذلك , حتى أصبح ال+ عالم مهووسا ب +ها و+ أصبحت جميع ال+ علاقات إلكترونية , و+ أصبح ال+ حديث كل +ه في ال+ مجالس و+ ال+ جامعات عن ما هو جديد في ال+ أنترنت , و+ هذه كارثة ب+ حق ال+ بشرية , و+ لا أشعر أن +ه في ال+ مستقبل س+ يكون هناك تقدم ب+ شأن هذا ال+ موضوع كلما اخترعت برامج جديدة كلما فسد ال+ شعب , و+ يجب أن يوضع حد ل+ هذا ال+ موضوع ."", ""تؤثر وسائل ال+ تواصل ب+ ال+ أخص على ال+ جيل ال+ جديد , ل+ أن +هم منذ وعي +هم على ال+ دنيا و+ هذا كل ما يعرفون +ه , و+ هم أكثر تأثرا ل+ أن +هم ما زالوا أطفالا و+ ال+ أطفال ينشأون على ما يتعودون , كما أن +نا سمعنا ال+ كثير من ال+ حوادث التي تحصل ب+ سبب ال+ أنترنت و+ وسائل ال+ تواصل ال+ اجتماعي مثل أن يكون هناك ناس نوايا +هم سيئة يستغلون ال+ أطفال و+ براءة +هم , و+ هذه أمور حقيقية تحصل حول ال+ عالم و+ أمور من ال+ ممكن أن نتعرض ل +ها يوما أن لم نكن منتبهين , ل+ هذا يجب ال+ حذر .""]","[14, 14]",14,14.0
