Document_ID,sentences,avg_syllables_per_word,max_syllables,avg_unique_lemmas,avg_unique_lemma_pos,avg_camel_tokens,CEFR
AR-130-95921,15,2.186138247274873,5.0,17.866666666666667,17.866666666666667,21.933333333333334,B1
AR-130-95973,3,2.550696594427245,5.0,24.0,24.0,28.333333333333332,B1
AR-130-96120,10,2.234554870598514,6.0,25.0,25.0,30.0,C1
AR-130-96463,6,2.32027922957801,6.0,21.166666666666668,21.166666666666668,25.833333333333332,B2
AR-130-96479,7,2.342330329768753,5.0,30.857142857142858,30.857142857142858,39.142857142857146,C1
AR-130-96682,5,2.3393939393939394,5.0,27.8,27.8,36.4,B2
AR-130-96735,9,2.3137457912457915,6.0,17.22222222222222,17.22222222222222,20.88888888888889,B1
AR-130-96882,5,2.0880315085001167,5.0,22.4,22.4,28.4,B1
AR-130-96883,9,2.338884100648807,5.0,18.333333333333332,18.333333333333332,22.666666666666668,C1
AR-130-97035,8,2.4378866503866505,6.0,21.625,21.625,28.125,B2
AR-130-97236,15,2.2492145185929218,5.0,21.0,21.0,26.0,B2
AR-130-97412,11,2.3789348069274063,5.0,22.181818181818183,22.272727272727273,28.545454545454547,B1
AR-130-97455,10,2.269136202575404,5.0,21.9,21.9,26.0,B2
AR-130-97525,8,2.3892613636363635,5.0,27.25,27.25,34.25,B2
AR-130-97652,7,2.1494008786310226,5.0,28.428571428571427,28.571428571428573,37.714285714285715,B2
AR-130-97726,6,2.4576941022769687,5.0,21.0,21.0,26.833333333333332,B2
AR-130-97823,12,2.3725799533905705,6.0,17.5,17.583333333333332,21.916666666666668,C1
AR-130-97827,6,2.2888188608776843,5.0,22.666666666666668,22.666666666666668,25.166666666666668,B2
AR-130-97841,11,2.259006026653086,5.0,12.727272727272727,12.727272727272727,15.0,B2
AR-130-97908,5,1.9867993754879003,6.0,30.8,31.0,38.2,B2
AR-130-97947,1,2.031746031746032,5.0,49.0,49.0,66.0,B1
AR-130-97981,8,2.422475123774145,7.0,15.5,15.5,19.875,B2
AR-130-98023,5,2.353011178707773,5.0,20.4,20.4,24.6,B1
AR-130-98089,6,2.1922809648468875,5.0,20.666666666666668,20.666666666666668,25.166666666666668,B2
AR-130-98135,8,2.264501521392583,5.0,24.25,24.375,29.0,B2
AR-130-98148,4,2.3007493518363082,6.0,25.0,25.0,30.75,B2
AR-130-98231,7,2.157625428409413,5.0,18.285714285714285,18.428571428571427,23.142857142857142,B2
AR-130-98572,5,2.437174670504469,6.0,26.4,26.4,32.8,B2
AR-130-98675,10,2.439742682516175,4.0,17.8,17.8,22.2,B2
AR-130-98795,8,2.2521290238548284,5.0,29.875,29.875,37.625,B2
AR-130-98853,9,2.1931619225790153,5.0,19.22222222222222,19.22222222222222,23.555555555555557,B2
AR-130-99025,7,2.1781157248548553,5.0,17.0,17.0,20.857142857142858,B2
AR-130-99201,4,2.139479307242465,6.0,17.25,17.25,22.75,B1
AR-130-99351,7,2.259689440993789,5.0,19.0,19.0,22.428571428571427,B2
AR-130-99438,8,2.386320934812314,6.0,25.875,25.875,31.625,B2
AR-130-99442,6,2.1750519710897067,6.0,22.5,22.5,32.666666666666664,B2
AR-130-99590,5,2.1428030303030305,4.0,19.8,19.8,21.8,B1
AR-130-99787,6,2.3380774318274318,5.0,16.5,16.5,19.666666666666668,B1
AR_gpt-4o_10_130_2581,12,2.3694185308155897,5.0,17.0,17.0,20.5,C1
AR_gpt-4o_10_130_2582,17,2.2850959478462585,6.0,14.705882352941176,14.705882352941176,17.470588235294116,C1
AR_gpt-4o_10_130_2583,13,2.3330359254272297,5.0,17.0,17.0,19.846153846153847,C1
AR_gpt-4o_10_130_2584,15,2.3598336367620254,5.0,17.733333333333334,17.733333333333334,20.666666666666668,C1
AR_gpt-4o_10_130_2585,14,2.419079569626894,5.0,16.285714285714285,16.285714285714285,19.142857142857142,C1
AR_gpt-4o_10_130_2586,15,2.3569841043029895,6.0,16.733333333333334,16.733333333333334,19.466666666666665,C1
AR_gpt-4o_10_130_2587,13,2.3276797135236516,6.0,17.615384615384617,17.615384615384617,21.153846153846153,C1
AR_gpt-4o_10_130_2588,12,2.3171884375688725,5.0,19.0,19.0,22.916666666666668,C1
AR_gpt-4o_10_130_2589,15,2.4267190427727416,5.0,15.466666666666667,15.466666666666667,18.533333333333335,C1
AR_gpt-4o_10_130_2590,15,2.4755778371954844,5.0,15.2,15.2,18.2,C1
AR_gpt-4o_10_130_2591,11,2.4017421370052947,5.0,20.09090909090909,20.09090909090909,23.636363636363637,C2
AR_gpt-4o_10_130_2592,16,2.404860734469573,5.0,16.5,16.5,19.1875,C2
AR_gpt-4o_10_130_2593,17,2.4542882862047426,6.0,16.705882352941178,16.705882352941178,20.058823529411764,C2
AR_gpt-4o_10_130_2594,15,2.349380620506381,6.0,15.733333333333333,15.733333333333333,18.866666666666667,C2
AR_gpt-4o_10_130_2595,12,2.357001273293843,5.0,19.083333333333332,19.083333333333332,22.583333333333332,C2
AR_gpt-4o_10_130_2596,15,2.275770175599363,6.0,18.533333333333335,18.533333333333335,21.933333333333334,C2
AR_gpt-4o_10_130_2597,13,2.4031004138421017,5.0,20.384615384615383,20.384615384615383,23.692307692307693,C2
AR_gpt-4o_10_130_2598,15,2.2637952352658237,5.0,15.066666666666666,15.066666666666666,17.866666666666667,C2
AR_gpt-4o_10_130_2599,17,2.4657661461442353,5.0,15.235294117647058,15.235294117647058,18.235294117647058,C2
AR_gpt-4o_10_130_2600,15,2.2336629075354564,5.0,14.866666666666667,14.866666666666667,18.4,C2
AR_gpt-4o_10_131_2601,17,2.2492190603463595,6.0,14.529411764705882,14.529411764705882,17.352941176470587,C1
AR_gpt-4o_10_131_2602,15,2.3716789960985007,6.0,15.2,15.2,17.6,C1
AR_gpt-4o_10_131_2603,18,2.3462356970211884,6.0,13.555555555555555,13.555555555555555,16.61111111111111,C1
AR_gpt-4o_10_131_2604,16,2.3599273122710622,5.0,15.3125,15.375,18.125,C1
AR_gpt-4o_10_131_2605,15,2.358193843193843,6.0,16.533333333333335,16.533333333333335,19.333333333333332,C1
AR_gpt-4o_10_131_2606,17,2.4062107654986913,5.0,13.941176470588236,13.941176470588236,16.705882352941178,C1
AR_gpt-4o_10_131_2607,14,2.30525743606239,6.0,17.142857142857142,17.142857142857142,19.857142857142858,C1
AR_gpt-4o_10_131_2608,15,2.1264904874966795,5.0,16.066666666666666,16.066666666666666,18.933333333333334,C1
AR_gpt-4o_10_131_2609,18,2.537165990682615,6.0,15.444444444444445,15.444444444444445,18.88888888888889,C1
AR_gpt-4o_10_131_2610,17,2.2723666366313426,5.0,15.823529411764707,15.823529411764707,19.11764705882353,C1
AR_gpt-4o_10_131_2611,20,2.353397656909654,6.0,14.45,14.5,17.65,C2
AR_gpt-4o_10_131_2612,19,2.4756347151249596,6.0,13.473684210526315,13.473684210526315,15.578947368421053,C2
AR_gpt-4o_10_131_2613,16,2.30343936740943,5.0,15.4375,15.4375,18.5625,C2
AR_gpt-4o_10_131_2614,18,2.44455742723539,6.0,16.166666666666668,16.166666666666668,19.88888888888889,C2
AR_gpt-4o_10_131_2615,17,2.332545484704353,5.0,15.411764705882353,15.411764705882353,18.823529411764707,C2
AR_gpt-4o_10_131_2616,15,2.2654158122579178,5.0,17.866666666666667,17.866666666666667,21.133333333333333,C2
AR_gpt-4o_10_131_2617,13,2.1512535395343284,5.0,17.0,17.0,20.384615384615383,C2
AR_gpt-4o_10_131_2618,16,2.455692155979985,6.0,13.5,13.5,17.0,C2
AR_gpt-4o_10_131_2619,14,2.296202991071141,6.0,19.571428571428573,19.571428571428573,23.0,C2
AR_gpt-4o_10_131_2620,14,2.1978167665667665,5.0,19.214285714285715,19.214285714285715,22.357142857142858,C2
AR_gpt-4o_10_21_401,15,1.929047619047619,5.0,4.333333333333333,4.333333333333333,5.4,A1
AR_gpt-4o_10_21_402,17,1.880392156862745,5.0,4.529411764705882,4.529411764705882,5.529411764705882,A1
AR_gpt-4o_10_21_403,17,1.9682072829131652,5.0,6.117647058823529,6.117647058823529,7.588235294117647,A1
AR_gpt-4o_10_21_404,22,1.9639249639249636,6.0,5.363636363636363,5.363636363636363,6.5,A1
AR_gpt-4o_10_21_405,14,1.9303571428571427,5.0,5.357142857142857,5.357142857142857,6.428571428571429,A1
AR_gpt-4o_10_21_406,14,2.0383503401360543,5.0,5.142857142857143,5.142857142857143,6.285714285714286,A1
AR_gpt-4o_10_21_407,17,1.8833333333333333,5.0,5.705882352941177,5.705882352941177,6.9411764705882355,A1
AR_gpt-4o_10_21_408,21,1.946746375317804,5.0,6.142857142857143,6.142857142857143,7.476190476190476,A1
AR_gpt-4o_10_21_409,15,1.9584126984126984,5.0,5.266666666666667,5.266666666666667,6.466666666666667,A1
AR_gpt-4o_10_21_410,14,1.8641156462585033,5.0,5.428571428571429,5.428571428571429,6.714285714285714,A1
AR_gpt-4o_10_21_411,16,2.101393398268398,5.0,8.625,8.625,10.3125,A2
AR_gpt-4o_10_21_412,21,1.9794115936973078,5.0,7.238095238095238,7.238095238095238,8.761904761904763,A2
AR_gpt-4o_10_21_413,15,2.105079365079365,5.0,6.333333333333333,6.333333333333333,7.466666666666667,A2
AR_gpt-4o_10_21_414,22,2.1261082351991445,5.0,7.7727272727272725,7.7727272727272725,9.545454545454545,A2
AR_gpt-4o_10_21_415,15,1.9535625485625485,5.0,7.933333333333334,7.933333333333334,9.6,A2
AR_gpt-4o_10_21_416,16,2.1025049603174604,5.0,7.1875,7.1875,8.875,A2
AR_gpt-4o_10_21_417,21,2.1224592867450007,5.0,6.761904761904762,6.761904761904762,8.285714285714286,A2
AR_gpt-4o_10_21_418,15,2.133737373737374,5.0,8.733333333333333,8.733333333333333,10.4,A2
AR_gpt-4o_10_21_419,14,2.041128117913832,5.0,6.642857142857143,6.642857142857143,8.214285714285714,A2
AR_gpt-4o_10_21_420,19,2.1193854391222815,5.0,8.157894736842104,8.157894736842104,9.631578947368421,A2
AR_gpt-4o_10_29_561,22,1.908008658008658,4.0,4.818181818181818,4.818181818181818,6.363636363636363,A1
AR_gpt-4o_10_29_562,16,2.1109375,5.0,4.8125,4.8125,6.125,A1
AR_gpt-4o_10_29_563,13,2.1025641025641026,4.0,5.461538461538462,5.461538461538462,6.846153846153846,A1
AR_gpt-4o_10_29_564,23,2.0121118012422357,4.0,4.086956521739131,4.086956521739131,5.391304347826087,A1
AR_gpt-4o_10_29_565,18,2.0474867724867725,6.0,4.888888888888889,4.888888888888889,6.222222222222222,A1
AR_gpt-4o_10_29_566,22,1.946969696969697,4.0,4.409090909090909,4.409090909090909,5.681818181818182,A1
AR_gpt-4o_10_29_567,18,2.1159391534391534,5.0,5.333333333333333,5.333333333333333,6.722222222222222,A1
AR_gpt-4o_10_29_568,15,2.1386507936507937,4.0,6.533333333333333,6.533333333333333,7.933333333333334,A1
AR_gpt-4o_10_29_569,19,2.019674185463659,4.0,4.631578947368421,4.631578947368421,5.842105263157895,A1
AR_gpt-4o_10_29_570,20,2.011011904761905,5.0,5.3,5.3,6.7,A1
AR_gpt-4o_10_29_571,16,2.138751352813853,6.0,8.25,8.25,10.4375,A2
AR_gpt-4o_10_29_572,18,2.0430436847103515,5.0,7.944444444444445,7.944444444444445,9.444444444444445,A2
AR_gpt-4o_10_29_573,16,1.9784158549783548,6.0,7.625,7.625,9.625,A2
AR_gpt-4o_10_29_574,17,2.1273037420096244,5.0,8.352941176470589,8.352941176470589,10.470588235294118,A2
AR_gpt-4o_10_29_575,15,2.2108922558922557,5.0,8.4,8.4,10.266666666666667,A2
AR_gpt-4o_10_29_576,14,2.283053256267542,4.0,9.428571428571429,9.428571428571429,11.5,A2
AR_gpt-4o_10_29_577,11,2.1774891774891776,4.0,6.818181818181818,6.818181818181818,8.363636363636363,A2
AR_gpt-4o_10_29_578,17,2.1449770817417875,4.0,8.235294117647058,8.235294117647058,9.941176470588236,A2
AR_gpt-4o_10_29_579,13,2.0621461871461872,5.0,9.76923076923077,9.76923076923077,11.461538461538462,A2
AR_gpt-4o_10_29_580,12,2.100757575757576,5.0,10.0,10.0,12.166666666666666,A2
AR_gpt-4o_10_36_701,13,2.234065934065934,5.0,5.384615384615385,5.384615384615385,6.384615384615385,A1
AR_gpt-4o_10_36_702,12,2.236357855107855,5.0,7.0,7.0,8.333333333333334,A1
AR_gpt-4o_10_36_703,14,2.070408163265306,4.0,5.071428571428571,5.071428571428571,6.071428571428571,A1
AR_gpt-4o_10_36_704,13,2.0344322344322343,5.0,5.076923076923077,5.076923076923077,6.153846153846154,A1
AR_gpt-4o_10_36_705,13,2.2,5.0,5.076923076923077,5.076923076923077,6.076923076923077,A1
AR_gpt-4o_10_36_706,11,2.1886462022825657,4.0,6.181818181818182,6.181818181818182,7.181818181818182,A1
AR_gpt-4o_10_36_707,13,2.1576923076923076,5.0,4.384615384615385,4.384615384615385,5.384615384615385,A1
AR_gpt-4o_10_36_708,11,2.1737012987012987,5.0,5.7272727272727275,5.7272727272727275,6.818181818181818,A1
AR_gpt-4o_10_36_709,15,2.2161904761904765,5.0,4.666666666666667,4.666666666666667,5.8,A1
